,device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned,segment
87328,motorola,17,39,Pune,4,9,6,2,34,4,23,FALSE,1,1,0,1,326237,0,check
87368,oneplus,19,39,Bangalore,2,1,0,1,19,2,20,FALSE,1,1,1,1,274021,0,check
87384,apple,20,39,Morena,0,2,1,1,20,2,20,FALSE,1,1,1,1,23084,0,check
87445,oneplus,24,39,Hyderabad,1,1,0,1,24,2,20,FALSE,3,1,1,1,250717,0,check
87467,apple,28,39,Bangalore,2,2,1,1,28,1,3,FALSE,1,1,1,1,50431,0,check
87567,oneplus,36,39,Tiruchirappalli,2,1,0,1,36,2,20,FALSE,2,1,0,1,96538,0,check
87577,oneplus,37,39,Bangalore,7,2,0,2,50,3,23,FALSE,1,1,1,1,1050,0,check
87611,huawei,41,39,Nagpur,2,3,1,1,0,2,20,FALSE,8,4,1,1,216673,0,check
87624,vivo,43,39,Nagpur,4,3,1,2,55,2,20,FALSE,2,1,1,1,319964,0,check
87650,xiaomi,47,39,NCR,5,2,0,2,55,3,40,TRUE,2,3,1,1,264779,0,check
87668,xiaomi,50,39,Lucknow,2,4,0,2,78,4,40,FALSE,2,1,1,1,169098,0,check
87771,samsung,67,39,Nellore,2,1,0,1,67,2,53,FALSE,1,1,1,1,395389,0,check
87776,apple,68,39,Jodhpur,3,2,0,2,217,6,140,FALSE,1,1,1,1,191634,0,check
87785,samsung,72,39,Bangalore,5,2,0,2,74,2,53,FALSE,1,1,1,1,199556,0,check
87786,xiaomi,72,39,Nagpur,4,9,6,1,0,3,70,FALSE,1,1,1,1,97254,0,check
87839,xiaomi,86,39,Mumbai,1,1,0,1,86,3,70,FALSE,1,1,0,0,89546,0,check
87949,apple,133,39,Vijayawada,2,2,0,1,133,3,70,FALSE,1,1,1,1,22604,0,check
88023,apple,218,39,Mumbai,1,1,0,1,218,2,53,FALSE,1,1,1,1,263494,0,check
88026,apple,222,39,Gudivada,2,2,0,2,259,2,53,FALSE,1,1,1,1,305361,0,check
88055,vivo,333,39,0,2,5,2,2,367,8,307,TRUE,1,1,1,0,476438,0,check
88077,samsung,1052,39,Vijayawada,5,7,1,1,1052,4,170,FALSE,14,6,1,1,292832,0,check
88905,oneplus,1,40,NCR,0,4,0,2,50,2,20,FALSE,1,1,1,1,289029,0,check
89061,vivo,3,40,Visakhapatnam,1,3,0,2,8,2,7,FALSE,3,1,1,1,93871,0,check
89082,huawei,3,40,Jaipur,2,3,0,2,17,1,3,FALSE,1,1,1,1,214670,0,check
89257,oppo,5,40,Hyderabad,0,5,2,1,5,1,3,FALSE,1,1,1,1,136771,0,check
89287,oneplus,5,40,Thiruvananthapuram,2,2,0,2,86,2,57,FALSE,3,3,1,1,101223,0,check
89305,samsung,6,40,Bangalore,1,4,1,2,53,3,23,TRUE,3,3,1,1,11293,0,check
89320,xiaomi,6,40,Nellore,6,6,0,2,16,2,7,TRUE,1,2,1,1,298046,0,check
89351,huawei,7,40,Kolkata,5,3,0,2,43,3,23,TRUE,1,1,1,1,138262,0,check
89357,vivo,7,40,Bangalore,7,6,3,2,31,4,7,FALSE,1,2,1,1,470152,0,check
89363,xiaomi,7,40,Kolkata,2,2,0,2,46,3,23,FALSE,1,1,1,1,15733,0,check
89365,xiaomi,7,40,Ludhiana,4,1,0,1,7,1,3,FALSE,1,1,0,1,285628,0,check
89394,xiaomi,8,40,Bareilly,1,2,0,1,8,1,3,FALSE,1,2,0,1,55206,0,check
89407,xiaomi,8,40,Kolkata,1,3,0,2,18,2,7,TRUE,3,1,1,1,56926,0,check
89452,oneplus,9,40,Hyderabad,0,3,0,2,11,1,3,FALSE,1,1,1,0,129041,0,check
89467,apple,10,40,Mumbai,1,2,0,2,23,1,3,FALSE,2,1,1,1,27685,0,check
89483,apple,10,40,NCR,0,2,0,2,17,2,7,FALSE,1,1,1,1,308529,0,check
89499,oneplus,10,40,Dublin,4,1,0,1,10,1,3,FALSE,1,1,1,1,269254,0,check
89515,oneplus,11,40,Kanchipuram,3,2,0,1,11,1,3,FALSE,1,1,1,1,69400,0,check
89521,oneplus,11,40,NCR,1,1,0,1,11,1,3,FALSE,1,1,1,1,34574,0,check
89537,samsung,12,40,Nagpur,6,4,0,2,24,2,7,FALSE,1,1,1,1,73839,0,check
89596,samsung,14,40,Lucknow,2,2,0,2,115,4,73,FALSE,1,1,1,1,105888,0,check
89614,apple,15,40,Bangalore,3,2,0,2,57,1,3,TRUE,1,1,1,1,329011,0,check
89626,samsung,15,40,Hyderabad,9,3,1,2,82,4,73,TRUE,1,2,1,1,264225,0,check
89635,oneplus,15,40,Pune,1,1,0,1,15,1,3,FALSE,1,1,1,1,499051,0,check
89660,motorola,17,40,Mumbai,0,1,0,1,17,1,17,FALSE,2,1,1,1,281621,0,check
89734,xiaomi,18,40,"Kachachh,Gujrat",1,1,0,1,18,2,20,FALSE,1,1,1,1,322819,0,check
89756,xiaomi,19,40,NCR,1,1,0,1,19,2,20,FALSE,1,1,1,1,379122,0,check
89769,apple,19,40,Mumbai,1,3,2,1,19,2,20,FALSE,1,2,1,0,178875,0,check
89792,apple,20,40,Bangalore,0,2,0,1,20,2,20,FALSE,1,1,1,1,474196,0,check
89794,xiaomi,20,40,Muzaffarnagar,0,1,0,1,20,2,20,FALSE,2,2,1,1,48518,0,check
89821,xiaomi,23,40,Mumbai,1,2,0,1,23,2,20,FALSE,5,1,1,1,115491,0,check
89868,xiaomi,27,40,Vadodara,4,12,6,2,45,4,40,FALSE,2,1,1,1,106995,0,check
89870,oneplus,27,40,Surat,1,1,0,1,27,2,20,FALSE,6,1,1,1,304840,0,check
89874,hmd global,27,40,Bangalore,2,3,1,2,69,3,23,TRUE,1,1,1,1,115936,0,check
89880,apple,28,40,NCR,3,5,2,2,46,1,7,TRUE,1,1,1,1,150872,0,check
89897,apple,30,40,Dehradun,2,4,1,2,79,4,40,FALSE,2,1,1,1,266060,0,check
90071,samsung,42,40,Hyderabad,4,3,1,2,134,5,90,TRUE,1,1,0,1,180200,0,check
90097,hmd global,46,40,Bangalore,0,1,0,1,46,2,20,FALSE,1,1,0,0,52365,0,check
90098,xiaomi,46,40,Almora,9,4,2,2,148,5,123,FALSE,1,2,1,1,220050,0,check
90111,apple,48,40,Khammam/ Vijayawada,3,2,0,2,65,3,23,FALSE,1,1,1,1,254082,0,check
90127,sony,49,40,Mumbai,7,6,3,2,177,5,90,FALSE,1,1,1,1,346972,0,check
90132,oneplus,49,40,0,2,1,0,1,49,2,20,FALSE,1,1,1,1,84752,0,check
90176,samsung,53,40,Mumbai,4,2,0,2,270,5,190,FALSE,1,2,1,1,185937,0,check
90195,hmd global,56,40,Ahmedabad,2,1,0,1,56,2,20,FALSE,1,1,0,1,285731,0,check
90214,apple,58,40,Kanchipuram,3,1,0,1,58,4,20,FALSE,1,1,1,1,305919,0,check
90288,oppo,69,40,Madanapalle,1,2,0,2,166,6,140,TRUE,1,1,1,1,59774,0,check
90306,samsung,72,40,West Godavar,2,4,2,1,72,3,70,FALSE,11,1,1,1,400097,0,check
90315,oneplus,75,40,Rajkot,1,3,1,1,75,3,70,FALSE,1,1,1,1,20990,0,check
90342,xiaomi,83,40,Hyderabad,6,4,1,2,85,3,70,FALSE,1,1,1,1,330046,0,check
90347,xiaomi,83,40,Sabar Kantha,0,3,0,1,0,3,53,FALSE,2,2,1,1,27178,0,check
90397,samsung,100,40,Ahmedabad,3,3,0,2,108,4,73,FALSE,2,1,1,1,392135,0,check
90402,vivo,100,40,Dharamshala,8,3,2,1,100,3,97,FALSE,2,2,1,1,282349,0,check
90417,apple,106,40,NCR,1,1,0,1,106,3,70,FALSE,3,1,0,1,205681,0,check
90428,huawei,113,40,0,2,6,0,2,134,5,90,TRUE,1,1,1,1,13182,0,check
90469,apple,132,40,Bangalore,6,2,0,1,132,3,70,FALSE,1,1,1,1,35061,0,check
90481,apple,137,40,Chennai,1,1,0,1,137,3,70,FALSE,1,1,1,1,238178,0,check
90516,samsung,165,40,Hyderabad,2,4,1,1,165,4,103,FALSE,3,1,1,1,382959,0,check
90520,xiaomi,166,40,Mumbai,4,3,1,2,183,3,87,FALSE,1,2,1,1,70542,0,check
90585,apple,273,40,Mumbai,3,3,0,2,446,8,440,TRUE,1,2,1,1,259836,0,check
90610,samsung,375,40,North Goa,3,1,0,1,375,4,170,FALSE,1,1,1,1,261558,0,check
90620,samsung,479,40,Bangalore,2,4,3,1,479,4,270,FALSE,1,1,1,1,264007,0,check
90638,google,675,40,Mumbai,5,2,0,2,1072,2,103,FALSE,1,1,1,1,12836,0,check
91571,huawei,3,41,Hyderabad,0,5,1,2,110,1,3,FALSE,15,1,1,0,38593,0,check
91636,xiaomi,7,41,NCR,5,2,0,2,15,2,7,TRUE,1,1,1,1,340097,0,check
91661,samsung,8,41,Hyderabad,1,3,0,2,48,3,23,TRUE,1,1,1,1,202682,0,check
91662,infinix,8,41,NCR,3,1,0,1,8,1,3,FALSE,1,1,1,1,494661,0,check
91676,xiaomi,9,41,Mumbai,2,2,0,2,15,2,7,TRUE,1,1,1,1,421048,0,check
91769,samsung,17,41,0,5,3,0,2,29,3,23,FALSE,1,1,1,1,238384,0,check
91851,xiaomi,21,41,NCR,3,1,0,1,21,1,17,FALSE,1,1,1,0,416378,0,check
91911,motorola,30,41,NCR,3,4,1,2,77,5,40,TRUE,5,3,1,0,466414,0,check
91924,oneplus,32,41,Mumbai,2,3,0,2,6,3,23,FALSE,1,1,1,1,174110,0,check
91937,apple,33,41,Kharagpur,1,2,0,2,37,2,20,FALSE,1,1,1,1,409451,0,check
91967,realme,36,41,Bangalore,9,2,0,2,168,5,90,FALSE,1,1,1,1,245980,0,check
92005,vivo,47,41,Bangalore,9,3,0,1,47,2,20,FALSE,1,1,1,1,168904,0,check
92061,xiaomi,61,41,Bangalore,1,4,2,1,61,2,20,FALSE,1,1,1,1,3289,0,check
92068,oneplus,63,41,NCR,2,8,3,2,91,4,90,FALSE,2,4,1,1,439256,0,check
92105,oppo,71,41,Lucknow,3,3,1,2,143,6,140,TRUE,1,1,1,0,427313,0,check
92148,samsung,92,41,Bangalore,4,2,0,1,92,3,70,FALSE,1,1,1,1,55898,0,check
92214,huawei,145,41,Hyderabad,3,8,4,1,0,3,70,FALSE,2,1,1,1,465026,0,check
93022,realme,5,42,Kanpur,1,8,6,1,5,1,3,FALSE,1,2,1,1,313867,0,check
93202,xiaomi,17,42,Bangalore,3,5,2,2,0,4,40,TRUE,1,2,0,1,194922,0,check
93229,samsung,20,42,Tiruchirappalli,1,2,0,2,32,3,23,FALSE,1,1,1,1,320928,0,check
93267,oneplus,24,42,Agartala,4,1,0,1,24,2,20,FALSE,3,3,1,1,271422,0,check
93311,realme,33,42,Pune,4,5,3,2,72,4,57,FALSE,1,1,1,0,279811,0,check
93359,xiaomi,37,42,Hyderabad,0,1,0,1,37,2,20,FALSE,1,1,1,1,71110,0,check
93386,oppo,43,42,Mumbai,2,3,0,2,51,3,23,FALSE,1,1,1,0,298112,0,check
93420,oneplus,54,42,Kanchipuram,5,7,2,2,109,4,40,FALSE,1,1,1,1,391723,0,check
93445,xiaomi,62,42,Patiala,1,2,0,1,62,2,20,FALSE,1,1,1,0,43374,0,check
93469,samsung,73,42,NCR,4,2,0,2,126,4,73,FALSE,1,1,1,1,128653,0,check
93517,asus,106,42,Bangalore,2,1,0,1,106,3,70,FALSE,1,2,1,1,494695,0,check
93569,apple,178,42,Mumbai,3,2,0,1,178,3,70,FALSE,2,1,1,1,221911,0,check
94164,realme,3,43,0,0,4,1,1,3,1,3,FALSE,1,1,1,1,487623,0,check
94199,huawei,3,43,Ahmedabad,5,4,3,1,3,1,3,FALSE,1,2,1,1,138927,0,check
94256,oneplus,7,43,Kanchipuram,2,3,0,2,341,5,173,FALSE,1,1,1,1,211315,0,check
94261,oneplus,8,43,Chandigarh,5,3,0,2,27,1,3,FALSE,2,1,1,1,186150,0,check
94311,oneplus,11,43,Hyderabad,3,6,2,2,19,2,7,FALSE,1,2,1,1,86849,0,check
94333,samsung,13,43,Bangalore,1,2,0,2,63,1,3,TRUE,1,1,1,1,422387,0,check
94401,oppo,20,43,Nayagarh,2,2,0,1,20,2,20,FALSE,1,2,1,1,79349,0,check
94409,xiaomi,21,43,Surat,9,1,0,1,21,1,3,FALSE,1,2,1,0,354847,0,check
94420,vivo,24,43,East Godavari,0,2,0,2,48,4,40,TRUE,2,4,1,0,200775,0,check
94450,xiaomi,30,43,0,2,2,0,2,46,2,20,FALSE,1,1,1,1,51442,0,check
94474,samsung,34,43,Ahmedabad,1,4,1,1,34,2,20,FALSE,1,1,1,1,436622,0,check
94484,vivo,35,43,0,5,3,1,1,35,2,37,FALSE,1,1,1,0,299481,0,check
94578,xiaomi,73,43,Aurangabad,3,3,2,1,73,3,70,FALSE,6,1,1,1,272322,0,check
94589,xiaomi,85,43,NCR,2,2,0,1,85,4,80,FALSE,2,2,1,1,436240,0,check
94600,lenovo,98,43,0,5,2,0,2,145,5,90,FALSE,1,1,1,1,228344,0,check
94639,huawei,149,43,Bharuch,1,7,2,1,0,3,70,FALSE,4,4,1,1,290328,0,check
94661,oppo,203,43,Bangalore,6,2,1,1,203,5,187,FALSE,1,1,1,1,471584,0,check
94697,oneplus,900,43,Hyderabad,4,3,0,2,903,5,337,FALSE,1,1,1,1,44048,0,check
95130,oppo,3,44,0,2,1,0,1,3,1,3,FALSE,2,1,1,0,410888,0,check
95275,xiaomi,12,44,Mumbai,15,3,1,2,25,2,7,FALSE,1,2,1,1,185031,0,check
95276,xiaomi,12,44,Hoshiarpur,3,1,0,1,12,1,3,FALSE,1,1,1,1,277239,0,check
95279,apple,12,44,Mumbai,2,1,0,1,12,1,3,FALSE,1,1,1,0,252248,0,check
95363,oneplus,20,44,Rampur,2,2,0,2,47,4,40,TRUE,1,1,1,1,301047,0,check
95552,xiaomi,115,44,Pune,2,4,1,2,138,5,90,FALSE,1,1,1,1,213820,0,check
95587,samsung,197,44,Chennai,2,3,0,2,449,8,340,FALSE,1,1,1,1,177149,0,check
96087,samsung,5,45,Mumbai,3,2,0,2,39,3,23,FALSE,2,1,1,1,6203,0,check
96102,oneplus,7,45,Hyderabad,4,3,1,2,100,4,73,FALSE,1,2,1,1,99549,0,check
96126,samsung,8,45,Mumbai,4,1,0,1,8,1,3,FALSE,1,1,0,1,93003,0,check
96159,oppo,14,45,Rajkot,5,2,0,2,28,2,7,FALSE,1,1,1,1,432996,0,check
96194,lenovo,17,45,NCR,3,7,2,2,18,2,20,FALSE,1,1,1,0,288203,0,check
96211,xiaomi,20,45,Warangal,1,1,0,1,20,2,20,FALSE,2,1,1,1,469577,0,check
96215,xiaomi,20,45,Tiruvallur,8,1,0,1,20,2,20,FALSE,1,1,1,1,329323,0,check
96290,samsung,42,45,NCR,3,3,0,2,53,3,40,TRUE,1,1,1,1,73923,0,check
96344,apple,73,45,Hyderabad,1,2,1,1,73,1,3,FALSE,1,1,1,1,271375,0,check
96449,xiaomi,356,45,Pune,4,3,0,1,356,4,237,FALSE,1,2,1,1,325870,0,check
96902,oppo,10,46,Thrissur,7,1,0,1,10,1,3,FALSE,1,1,1,1,368107,0,check
96924,oppo,13,46,Mumbai,6,2,0,1,13,1,3,FALSE,2,1,1,1,60093,0,check
96943,huawei,15,46,0,0,1,0,1,15,1,3,FALSE,1,1,0,1,309632,0,check
96968,oppo,18,46,Ludhiana,0,2,0,2,35,3,23,TRUE,2,2,1,1,263350,0,check
96985,xiaomi,25,46,Hoshiarpur,1,8,2,1,25,1,3,FALSE,1,1,1,1,65099,0,check
96994,apple,30,46,0,0,1,0,1,30,1,20,FALSE,1,1,1,0,407524,0,check
97025,xiaomi,38,46,Chennai,3,3,1,2,381,6,190,FALSE,1,1,1,1,399395,0,check
97090,motorola,72,46,Bangalore,1,3,1,1,72,1,70,FALSE,1,1,1,1,226353,0,check
97098,xiaomi,81,46,Chennai,4,3,0,1,81,3,70,FALSE,1,1,1,1,104461,0,check
97147,xiaomi,173,46,Vadodara,2,3,0,1,173,2,70,FALSE,1,1,1,1,174978,0,check
97440,xiaomi,1,47,Indore,2,2,0,2,50,2,20,TRUE,1,1,1,1,159524,0,check
97498,huawei,4,47,Jodhpur,3,10,1,1,4,2,3,FALSE,2,1,1,1,483030,0,check
97567,samsung,13,47,Mumbai,9,1,0,1,13,1,3,FALSE,1,1,1,1,122077,0,check
97580,vivo,16,47,Hyderabad,2,1,0,1,16,1,3,FALSE,1,1,1,1,430826,0,check
97591,samsung,17,47,Vijayawada,0,2,0,2,33,3,23,FALSE,1,1,1,1,240235,0,check
97604,samsung,20,47,Nedumkandam,2,8,5,1,20,1,3,FALSE,1,1,1,1,205481,0,check
97685,xiaomi,64,47,Bangalore,1,2,0,1,64,2,20,FALSE,1,1,0,1,212914,0,check
97714,lava,98,47,Faizabad,2,1,0,1,98,3,70,FALSE,1,1,1,1,96502,0,check
98066,apple,3,48,Mumbai,4,2,0,2,6,1,3,FALSE,1,2,1,1,492606,0,check
98085,vivo,4,48,0,1,3,0,1,4,1,3,FALSE,1,2,1,1,186784,0,check
98129,apple,10,48,Hyderabad,0,1,0,1,10,1,3,FALSE,1,1,1,1,368857,0,check
98189,xiaomi,23,48,Kolkata,3,2,1,1,23,2,20,FALSE,1,1,1,1,81034,0,check
98238,samsung,50,48,Surat,1,2,0,1,50,2,20,FALSE,3,1,1,0,171265,0,check
98275,samsung,83,48,Hyderabad,8,1,0,1,83,3,70,FALSE,1,1,1,1,43099,0,check
98294,xiaomi,123,48,NCR,2,3,0,2,191,1,3,FALSE,1,1,1,1,231079,0,check
98307,apple,187,48,NCR,2,2,0,1,187,2,20,FALSE,1,1,1,0,161443,0,check
98310,apple,204,48,Ahmedabad,1,3,0,1,204,1,3,FALSE,1,1,1,1,232892,0,check
98599,huawei,3,49,Indore,0,4,0,2,33,2,20,FALSE,1,1,1,1,399685,0,check
98675,apple,10,49,NCR,0,3,0,1,10,1,3,FALSE,2,1,1,1,168055,0,check
98766,xiaomi,40,49,Mumbai,4,1,0,1,40,1,3,FALSE,1,1,1,1,240042,0,check
98848,xiaomi,275,49,Surat,4,5,2,1,275,4,170,FALSE,1,1,1,1,108663,0,check
99296,xiaomi,109,50,Murshidabad,6,2,1,1,109,3,70,FALSE,1,6,1,1,324958,0,check
99316,samsung,297,50,Bangalore,4,3,0,2,354,3,53,TRUE,2,1,1,1,427320,0,check
99650,huawei,10,51,Banka,1,1,0,1,10,1,3,FALSE,1,2,1,1,363790,0,check
99735,xiaomi,33,51,0,1,4,0,2,47,3,23,FALSE,1,1,1,0,17513,0,check
99746,realme,37,51,Jaipur,1,5,1,2,37,1,3,FALSE,1,1,1,0,66266,0,check
99801,huawei,95,51,agra ,2,13,6,1,95,3,70,FALSE,3,1,1,1,326520,0,check
100097,realme,4,52,Amritsar,4,3,0,1,4,3,3,FALSE,1,1,1,0,416353,0,check
100540,oppo,2,53,Hyderabad,0,9,2,2,19,2,20,FALSE,1,1,1,1,243664,0,check
100565,xiaomi,3,53,Kolkata,2,4,2,1,3,1,3,FALSE,1,1,1,0,209990,0,check
100575,oneplus,5,53,Bangalore,0,2,0,1,5,1,3,FALSE,1,1,1,1,496947,0,check
100656,samsung,31,53,Hyderabad,1,2,0,2,31,2,20,FALSE,2,1,1,0,319847,0,check
100697,oneplus,63,53,Mumbai,1,2,0,1,63,2,20,FALSE,2,2,1,1,326509,0,check
100702,xiaomi,72,53,Nagpur,2,2,1,1,72,3,70,FALSE,3,1,1,0,118076,0,check
100720,realme,140,53,Dehradun,1,2,0,1,140,3,70,FALSE,3,2,1,1,193221,0,check
101067,10or,49,54,Hyderabad,1,6,0,2,51,2,20,TRUE,4,1,1,1,290484,0,check
101367,samsung,12,55,Surat,1,7,1,2,13,1,3,FALSE,1,2,0,1,231435,0,check
101396,apple,20,55,Coimbatore,4,1,0,1,20,1,3,FALSE,2,1,1,0,211617,0,check
101397,xiaomi,20,55,Gandhinagar,4,2,0,1,20,2,20,FALSE,3,1,0,1,275160,0,check
101419,motorola,33,55,Hyderabad,1,4,1,2,81,1,33,FALSE,1,1,0,1,345217,0,check
101433,oneplus,44,55,Thiruvananthapuram,1,4,0,2,62,4,40,TRUE,1,1,1,1,381225,0,check
101455,xiaomi,61,55,Jaipur,1,2,1,1,61,3,37,FALSE,1,1,1,1,330606,0,check
101494,oneplus,173,55,Mumbai,1,1,0,1,173,1,3,FALSE,3,1,1,1,72210,0,check
101749,vivo,18,56,Kolkata,1,3,2,1,18,2,20,FALSE,3,1,1,1,115811,0,check
101813,apple,106,56,NCR,0,4,0,1,106,4,87,FALSE,3,1,1,1,305744,0,check
102092,xiaomi,75,57,Jammu,0,1,0,1,75,2,53,FALSE,2,1,1,1,210095,0,check
102099,xiaomi,87,57,NCR,0,2,0,2,89,3,70,TRUE,1,1,1,0,391325,0,check
102291,vivo,7,58,Hyderabad,2,2,0,2,32,3,23,FALSE,1,1,1,1,484446,0,check
102300,xiaomi,11,58,Mumbai,3,6,0,2,36,4,23,FALSE,1,1,1,1,342010,0,check
102313,samsung,15,58,Muzaffarpur,4,3,1,2,16,1,3,FALSE,1,1,1,1,455832,0,check
102335,apple,28,58,Raipur,3,1,0,1,28,1,3,FALSE,1,1,1,1,244213,0,check
102375,xiaomi,74,58,0,2,1,0,1,74,1,3,FALSE,4,2,1,1,389131,0,check
102387,samsung,139,58,NCR,1,2,1,1,139,2,20,FALSE,1,1,1,1,226277,0,check
102592,samsung,13,59,Mumbai,0,1,0,1,13,1,3,FALSE,1,1,1,1,250679,0,check
102611,motorola,32,59,NCR,1,1,0,1,0,2,20,FALSE,1,1,1,1,548,0,check
102648,apple,143,59,Bhuj,2,2,1,1,143,4,137,FALSE,1,1,1,1,341722,0,check
102836,realme,37,60,Pune,3,6,2,2,44,6,23,TRUE,1,1,1,1,446877,0,check
102846,apple,50,60,Nalgonda,5,4,1,2,53,3,20,FALSE,1,1,1,1,410619,0,check
102867,xiaomi,162,60,0,1,10,4,2,277,4,73,FALSE,2,1,1,1,328142,0,check
103037,xiaomi,26,61,0,2,2,0,1,26,1,17,FALSE,1,1,1,1,123841,0,check
103051,oneplus,56,61,Bangalore,1,1,0,1,56,2,20,FALSE,1,1,1,1,465286,0,check
103062,xiaomi,81,61,Vadodara,2,5,2,2,151,6,140,FALSE,3,2,1,1,217389,0,check
103202,oneplus,11,62,Belgaum,0,2,0,1,11,1,3,FALSE,4,1,1,1,334604,0,check
103863,samsung,142,72,Surat,2,2,0,2,168,5,90,TRUE,1,1,1,1,44029,0,check
103891,xiaomi,3,74,Nagpur,3,4,1,2,35,3,23,FALSE,3,1,1,1,3558,0,check
103893,samsung,24,74,NCR,1,4,2,1,24,2,20,FALSE,1,1,1,0,403927,0,check
103945,asus,20,80,Kurnool,2,1,0,1,20,2,20,FALSE,4,2,1,1,144720,0,check
103955,xiaomi,52,80,Yamunanagar,1,2,0,2,60,3,23,TRUE,1,1,0,1,391203,0,check
104019,sony,4,0,Vellore,0,2,0,1,4,1,3,FALSE,1,3,1,1,385508,0,check
104054,apple,27,0,Hyderabad,0,5,2,1,27,2,20,FALSE,1,1,1,1,19725,0,check
